pl_name,hostname,disc_year,pl_rade,pl_orbper,pl_orbsmax,st_teff,habitable
55 Cnc e,55 Cnc,2004.0,1.875,0.7365474,0.01544,5172.0,0
AU Mic b,AU Mic,2020.0,4.79,8.463446,0.07,3540.0,0
AU Mic c,AU Mic,2021.0,2.79,18.859023,0.119,3540.0,0
BD-14 3065 b,BD-14 3065 A,2024.0,21.59,4.2889731,0.0656,6935.0,0
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,2020.0,20.8487041,8040000.0,200.0,2320.0,0
CoRoT-10 b,CoRoT-10,2010.0,10.87,13.2406,0.1055,5075.0,0
CoRoT-11 b,CoRoT-11,2010.0,16.03,2.99433,0.0436,6440.0,0
CoRoT-12 b,CoRoT-12,2010.0,16.14,2.828042,0.04016,5675.0,0
CoRoT-13 b,CoRoT-13,2010.0,9.92,4.03519,0.051,5945.0,0
CoRoT-14 b,CoRoT-14,2010.0,12.22,1.51214,0.027,6035.0,0
CoRoT-16 b,CoRoT-16,2011.0,13.11,5.35227,0.0618,5650.0,0
CoRoT-17 b,CoRoT-17,2011.0,11.43,3.7681,0.0461,5740.0,0
CoRoT-18 b,CoRoT-18,2011.0,14.68,1.9000693,0.0295,5440.0,0
CoRoT-19 b,CoRoT-19,2011.0,14.46,3.89713,0.0518,6090.0,0
CoRoT-2 b,CoRoT-2,2008.0,16.432,1.7429935,0.02798,5625.0,0
CoRoT-21 b,CoRoT-21,2012.0,14.5717,2.72474,0.0417,6200.0,0
CoRoT-22 b,CoRoT-22,2014.0,4.88,9.75598,0.092,5939.0,0
CoRoT-23 b,CoRoT-23,2011.0,11.77,3.6313,0.048,5900.0,0
CoRoT-24 b,CoRoT-24,2014.0,3.7,5.1134,0.056,4950.0,0
CoRoT-24 c,CoRoT-24,2014.0,5.0,11.759,0.098,4950.0,0
CoRoT-25 b,CoRoT-25,2013.0,12.11,4.86069,0.0578,6040.0,0
CoRoT-26 b,CoRoT-26,2013.0,14.12,4.20474,0.0526,5590.0,0
CoRoT-27 b,CoRoT-27,2014.0,11.287,3.57532,0.0476,5900.0,0
CoRoT-28 b,CoRoT-28,2015.0,10.704595,5.20851,0.0603,5150.0,0
CoRoT-29 b,CoRoT-29,2015.0,10.0881,2.85057,0.0386,5260.0,0
CoRoT-30 b,CoRoT-30,2020.0,11.309881,9.06005,0.0844,5650.0,0
CoRoT-31 b,CoRoT-31,2020.0,16.36514,4.62941,0.0586,5700.0,0
CoRoT-32 b,CoRoT-32,2018.0,6.38913,6.71837,0.071,5970.0,0
CoRoT-35 b,CoRoT-35,2022.0,18.83108758,3.22748,0.0429,6390.0,0
CoRoT-36 b,CoRoT-36,2022.0,15.80466279,5.616531,0.066,6730.0,0
CoRoT-4 b,CoRoT-4,2008.0,13.34,9.20205,0.09,6190.0,0
CoRoT-5 b,CoRoT-5,2009.0,15.558,4.0378962,0.04947,6100.0,0
CoRoT-6 b,CoRoT-6,2009.0,13.068,8.886593,0.0855,6090.0,0
CoRoT-8 b,CoRoT-8,2010.0,6.39,6.21229,0.063,5080.0,0
CoRoT-9 b,CoRoT-9,2009.0,11.948794,95.272656,0.4021,5625.0,0
EPIC 201170410.02,EPIC 201170410,2020.0,1.047,6.7987,0.0349,3648.0,0
EPIC 201595106 b,EPIC 201595106,2021.0,1.565,0.87724,0.0177,5679.0,0
EPIC 201757695.02,EPIC 201757695,2020.0,0.90819,2.0478,0.0296,4520.0,0
EPIC 201841433 b,EPIC 201841433,2019.0,1.04,4.1698,0.035,5053.0,0
EPIC 211822797 b,EPIC 211822797,2016.0,1.92,21.1701963,0.1195,4057.0,0
EPIC 211945201 b,EPIC 211945201,2018.0,5.76,19.49221,0.1493,6069.0,0
EPIC 212737443 b,EPIC 212737443,2019.0,2.586,13.603,0.098,4684.0,0
EPIC 212737443 c,EPIC 212737443,2019.0,2.69,65.55,0.28,4684.0,0
EPIC 220674823 b,EPIC 220674823,2016.0,1.606,0.57130782,0.0132,5578.0,0
EPIC 220674823 c,EPIC 220674823,2016.0,2.712,13.340603,0.1078,5578.0,0
EPIC 229004835 b,EPIC 229004835,2023.0,2.332,16.141132,0.1237,5868.0,0
EPIC 246851721 b,EPIC 246851721,2018.0,11.780659,6.180235,0.07229,6202.0,0
EPIC 248847494 b,EPIC 248847494,2018.0,12.44199,3650.0,4.5,4898.0,0
EPIC 249893012 b,EPIC 249893012,2020.0,1.95,3.5951,0.047,5430.0,0
EPIC 249893012 c,EPIC 249893012,2020.0,3.67,15.624,0.13,5430.0,0
EPIC 249893012 d,EPIC 249893012,2020.0,3.94,35.747,0.22,5430.0,0
G 9-40 b,G 9-40,2019.0,1.9,5.7459982,0.0418,3395.0,0
GJ 1132 b,GJ 1132,2015.0,1.19151465,1.62892911,0.0157,3229.0,0
GJ 1214 b,GJ 1214,2009.0,2.733,1.580404531,0.01505,3101.0,0
GJ 143 b,GJ 143,2019.0,2.61,35.61253,0.1915,4640.0,0
GJ 238 b,GJ 238,2024.0,0.566,1.7446999,0.02123,3485.0,0
GJ 3090 b,GJ 3090,2022.0,2.18,2.85310198,0.0316,3707.0,0
GJ 3470 b,GJ 3470,2012.0,4.57,3.3366496,0.0355,3600.0,0
GJ 3473 b,GJ 3473,2020.0,1.264,1.1980035,0.01589,3347.0,0
GJ 357 b,GJ 357,2019.0,1.2,3.9306,0.036,3505.0,0
GJ 367 b,GJ 367,2021.0,0.699,0.3219225,0.00709,3522.0,0
GJ 3929 b,GJ 3929,2022.0,1.09,2.616235,0.0252,3384.0,0
GJ 414 A b,GJ 414 A,2021.0,2.63,50.8,0.2324,4120.0,0
GJ 414 A c,GJ 414 A,2021.0,8.4,749.83,1.4,4120.0,0
GJ 486 b,GJ 486,2021.0,1.289,1.46712127,0.01714,3317.0,0
GJ 806 b,GJ 806,2023.0,1.331,0.9263237,0.01406,3600.0,0
GJ 9827 b,GJ 9827,2017.0,1.44,1.208974,0.0189,4236.0,0
GJ 9827 c,GJ 9827,2017.0,1.13,3.648103,0.0395,4236.0,0
GJ 9827 d,GJ 9827,2017.0,1.98,6.20183,0.053,4236.0,0
GPX-1 b,GPX-1,2021.0,16.47720163,1.744579,0.0338,7000.0,0
Gaia-1 b,Gaia-1,2022.0,13.77583728,3.052524,0.04047,5470.0,0
Gaia-2 b,Gaia-2,2022.0,14.81827249,3.6915224,0.0467,5720.0,0
HAT-P-1 b,HAT-P-1,2006.0,14.784671,4.46529976,0.05561,5980.0,0
HAT-P-12 b,HAT-P-12,2009.0,10.749,3.2130598,0.0384,4650.0,0
HAT-P-18 b,HAT-P-18,2010.0,11.153,5.508023,0.0559,4803.0,0
HAT-P-19 b,HAT-P-19,2010.0,11.29865255,4.00878322,0.04599,4962.0,0
HAT-P-20 b,HAT-P-20,2010.0,9.718,2.875317,0.0361,4595.0,0
HAT-P-23 b,HAT-P-23,2010.0,15.334,1.212884,0.0232,5905.0,0
HAT-P-25 b,HAT-P-25,2012.0,12.722215,3.65281514,0.0466,5519.0,0
HAT-P-27 b,HAT-P-27,2011.0,11.43,3.039577,0.04,5316.0,0
HAT-P-28 b,HAT-P-28,2011.0,13.585,3.257215,0.0434,5680.0,0
HAT-P-32 b,HAT-P-32,2011.0,22.19382,2.1500082,0.03397,6001.0,0
HAT-P-34 b,HAT-P-34,2011.0,13.417173,5.452654,0.06774,6442.0,0
HAT-P-35 b,HAT-P-35,2011.0,14.930388,3.646706,0.04978,6096.0,0
HAT-P-36 b,HAT-P-36,2011.0,14.313893,1.32734683,0.0241,5620.0,0
HAT-P-37 b,HAT-P-37,2011.0,13.204,2.797436,0.0379,5500.0,0
HAT-P-38 b,HAT-P-38,2012.0,9.247,4.640382,0.0523,5330.0,0
HAT-P-39 b,HAT-P-39,2012.0,17.609,3.54387,0.0509,6430.0,0
HAT-P-4 b,HAT-P-4,2007.0,14.28,3.056536,0.04438,5860.0,0
HAT-P-42 b,HAT-P-42,2012.0,14.348,4.641878,0.0575,5743.0,0
HAT-P-43 b,HAT-P-43,2012.0,13.63,3.3326414,0.0444,5693.0,0
HAT-P-44 b,HAT-P-44,2014.0,13.922,4.301219,0.0507,5295.0,0
HAT-P-45 b,HAT-P-45,2014.0,15.984,3.128992,0.0452,6330.0,0
HAT-P-46 b,HAT-P-46,2014.0,14.392,4.463129,0.0577,6120.0,0
HAT-P-50 b,HAT-P-50,2015.0,14.437192,3.1220109,0.0453,6280.0,0
HAT-P-51 b,HAT-P-51,2015.0,13.50682174,4.21802091,0.05042,5453.0,0
HAT-P-52 b,HAT-P-52,2015.0,11.309881,2.7535953,0.03694,5131.0,0
HAT-P-53 b,HAT-P-53,2015.0,14.773462,1.9616241,0.03159,5956.0,0
HAT-P-54 b,HAT-P-54,2015.0,10.581296,3.799847,0.04117,4390.0,0
HAT-P-55 b,HAT-P-55,2015.0,14.84069045,3.5852313,0.04628,5804.0,0
HAT-P-58 b,HAT-P-58,2021.0,14.93036229,4.0138379,0.04994,6078.0,0
HAT-P-59 b,HAT-P-59,2021.0,12.58768533,4.1419771,0.05064,5678.0,0
HAT-P-60 b,HAT-P-60,2021.0,18.28184752,4.7947813,0.06277,6212.0,0
HAT-P-61 b,HAT-P-61,2021.0,10.07687365,1.90231289,0.0301,5587.0,0
HAT-P-62 b,HAT-P-62,2021.0,12.02723629,2.6453235,0.03772,5629.0,0
HAT-P-63 b,HAT-P-63,2021.0,12.5428494,3.377728,0.04294,5400.0,0
HAT-P-64 b,HAT-P-64,2021.0,19.08889413,4.007232,0.05387,6457.0,0
HAT-P-65 b,HAT-P-65,2016.0,18.05766791,2.60544751,0.04042,5872.0,0
HAT-P-66 b,HAT-P-66,2016.0,17.82231,2.972086,0.04363,6002.0,0
HAT-P-68 b,HAT-P-68,2020.0,12.016048,2.29840551,0.02996,4508.0,0
HAT-P-69 b,HAT-P-69,2019.0,18.786284,4.7869491,0.06555,7394.0,0
HAT-P-70 b,HAT-P-70,2019.0,20.96083,2.74432452,0.04739,8450.0,0
HAT-P-9 b,HAT-P-9,2008.0,15.614137,3.92281072,0.05287,6350.0,0
HATS-1 b,HATS-1,2012.0,14.594,3.446459,0.0444,5870.0,0
HATS-10 b,HATS-10,2015.0,10.861521,3.312846,0.04491,5880.0,0
HATS-11 b,HATS-11,2016.0,18.03,3.619188,0.0507,6563.0,0
HATS-12 b,HATS-12,2016.0,7.76,3.142702,0.0441,6357.0,0
HATS-13 b,HATS-13,2015.0,13.585308,3.0440499,0.04057,5523.0,0
HATS-14 b,HATS-14,2015.0,11.646151,2.7667641,0.03815,5346.0,0
HATS-15 b,HATS-15,2016.0,12.385945,1.74748753,0.02712,5311.0,0
HATS-16 b,HATS-16,2016.0,14.5717,2.686502,0.03744,5738.0,0
HATS-17 b,HATS-17,2016.0,8.709393,16.254611,0.1308,5846.0,0
HATS-18 b,HATS-18,2016.0,14.896761,0.83784,0.0174,5600.0,0
HATS-22 b,HATS-22,2017.0,10.682177,4.7228124,0.05025,4803.0,0
HATS-23 b,HATS-23,2017.0,20.84874,2.1605156,0.03397,5780.0,0
HATS-24 b,HATS-24,2017.0,15.636555,1.3484978,0.0238,6125.0,0
HATS-25 b,HATS-25,2016.0,14.12334,4.2986432,0.05163,5715.0,0
HATS-26 b,HATS-26,2016.0,19.61575,3.3023881,0.04735,6071.0,0
HATS-27 b,HATS-27,2016.0,16.8135,4.637038,0.0611,6438.0,0
HATS-28 b,HATS-28,2016.0,13.383546,3.1810781,0.04131,5498.0,0
HATS-29 b,HATS-29,2016.0,14.022459,4.6058749,0.05475,5670.0,0
HATS-3 b,HATS-3,2013.0,15.48,3.547851,0.0485,6351.0,0
HATS-30 b,HATS-30,2016.0,13.170575,3.1743516,0.04354,5943.0,0
HATS-31 b,HATS-31,2016.0,18.38276,3.37796,0.0478,6050.0,0
HATS-32 b,HATS-32,2016.0,14.000041,2.8126548,0.04024,5700.0,0
HATS-33 b,HATS-33,2016.0,13.78707,2.5495551,0.03727,5659.0,0
HATS-34 b,HATS-34,2016.0,16.02887,2.1061607,0.03166,5380.0,0
HATS-35 b,HATS-35,2016.0,16.409976,1.8209993,0.03199,6300.0,0
HATS-36 b,HATS-36,2018.0,12.92,4.175186,0.0523,5950.0,0
HATS-37 A b,HATS-37 A,2020.0,6.792654,4.3315366,0.04913,5326.0,0
HATS-38 b,HATS-38,2020.0,6.882326,4.375021,0.05036,5732.0,0
HATS-39 b,HATS-39,2018.0,17.59813,4.5776348,0.06007,6572.0,0
HATS-4 b,HATS-4,2014.0,11.433,2.516729,0.0362,5403.0,0
HATS-40 b,HATS-40,2018.0,17.71022,3.2642736,0.04997,6460.0,0
HATS-41 b,HATS-41,2018.0,14.90797,4.193649,0.0583,6424.0,0
HATS-42 b,HATS-42,2018.0,15.6926,2.292102,0.03689,6060.0,0
HATS-43 b,HATS-43,2018.0,13.22662,4.3888497,0.04944,5099.0,0
HATS-44 b,HATS-44,2018.0,11.960003,2.7439004,0.03649,5080.0,0
HATS-45 b,HATS-45,2018.0,14.414774,4.1876244,0.05511,6450.0,0
HATS-46 b,HATS-46,2018.0,10.121727,4.7423729,0.05367,5495.0,0
HATS-47 b,HATS-47,2020.0,12.520453,3.9228038,0.04269,4512.0,0
HATS-48 A b,HATS-48 A,2020.0,8.9672,3.1316666,0.03769,4546.0,0
HATS-49 b,HATS-49,2020.0,8.574885,4.1480467,0.04515,4405.0,0
HATS-5 b,HATS-5,2014.0,10.223,4.763387,0.0542,5304.0,0
HATS-50 b,HATS-50,2017.0,12.66617,3.8297015,0.05046,5990.0,0
HATS-51 b,HATS-51,2017.0,15.80469,3.3488702,0.04639,5758.0,0
HATS-52 b,HATS-52,2017.0,15.490838,1.36665436,0.02498,6010.0,0
HATS-53 b,HATS-53,2017.0,15.02006,3.8537768,0.04753,5644.0,0
HATS-54 b,HATS-54,2019.0,11.37711541,2.5441765,0.037,5621.0,0
HATS-55 b,HATS-55,2019.0,14.022459,4.2042001,0.05412,6214.0,0
HATS-56 b,HATS-56,2019.0,18.920792,4.324799,0.06043,6536.0,0
HATS-57 b,HATS-57,2019.0,12.767051,2.350621,0.03493,5587.0,0
HATS-58 A b,HATS-58 A,2019.0,12.273855,4.2180896,0.05798,7175.0,0
HATS-59 b,HATS-59,2018.0,12.621334,5.416081,0.06112,5670.0,0
HATS-6 b,HATS-6,2015.0,11.186582,3.3252725,0.03623,3724.0,0
HATS-60 b,HATS-60,2018.0,12.923977,3.560829,0.04708,5688.0,0
HATS-61 b,HATS-61,2018.0,13.394755,7.817953,0.07908,5542.0,0
HATS-62 b,HATS-62,2018.0,11.825495,3.2768837,0.04163,5416.0,0
HATS-63 b,HATS-63,2018.0,13.529263,3.0566527,0.04026,5627.0,0
HATS-64 b,HATS-64,2018.0,18.819911,4.908897,0.06562,6554.0,0
HATS-65 b,HATS-65,2018.0,16.824709,3.105161,0.04497,6277.0,0
HATS-66 b,HATS-66,2018.0,15.815899,3.1414391,0.04714,6626.0,0
HATS-67 b,HATS-67,2018.0,18.887165,1.6091788,0.03032,6594.0,0
HATS-68 b,HATS-68,2018.0,13.809488,3.5862202,0.05071,6147.0,0
HATS-69 b,HATS-69,2018.0,10.592505,2.2252577,0.03211,5137.0,0
HATS-7 b,HATS-7,2015.0,6.310667,3.185315,0.04012,4985.0,0
HATS-70 b,HATS-70,2019.0,15.513256,1.8882378,0.03632,7930.0,0
HATS-71 b,HATS-71,2020.0,11.478016,3.7955202,0.03745,3405.0,0
HATS-72 b,HATS-72,2020.0,8.0973816,7.3279474,0.066517,4656.1,0
HATS-74 A b,HATS-74 A,2021.0,11.56766808,1.73185606,0.02384,3776.9,0
HATS-75 b,HATS-75,2021.0,9.90873894,2.7886556,0.032742,3790.4,0
HATS-76 b,HATS-76,2021.0,12.09449018,1.9416423,0.02658,4016.0,0
HATS-77 b,HATS-77,2021.0,13.05846252,3.0876262,0.03607,4071.0,0
HATS-8 b,HATS-8,2015.0,9.785457,3.583893,0.04667,5679.0,0
HATS-9 b,HATS-9,2015.0,13.85,1.915291,0.0312,5599.0,0
HD 101581 b,HIP 56998,2025.0,0.956,4.46569,0.046,4675.0,0
HD 101581 c,HIP 56998,2025.0,0.99,6.20401,0.0573,4675.0,0
HD 106315 b,HD 106315,2017.0,2.44,9.55237,0.0907,6327.0,0
HD 106315 c,HD 106315,2017.0,4.35,21.05704,0.1536,6327.0,0
HD 108236 b,HD 108236,2020.0,1.615,3.795963,0.04527,5660.0,0
HD 108236 c,HD 108236,2020.0,2.071,6.203449,0.062,5660.0,0
HD 108236 e,HD 108236,2020.0,3.083,19.590025,0.1367,5660.0,0
HD 108236 f,HD 108236,2021.0,2.017,29.54115,0.1758,5660.0,0
HD 110067 b,HD 110067,2023.0,2.2,9.113678,0.0793,5266.0,0
HD 110067 c,HD 110067,2023.0,2.388,13.673694,0.1039,5266.0,0
HD 110067 d,HD 110067,2023.0,2.852,20.519617,0.1362,5266.0,0
HD 110067 e,HD 110067,2023.0,1.94,30.793091,0.1785,5266.0,0
HD 110067 f,HD 110067,2023.0,2.601,41.05854,0.2163,5266.0,0
HD 110067 g,HD 110067,2023.0,2.607,54.76992,0.2621,5266.0,0
HD 110082 b,HD 110082,2021.0,3.2,10.18271,0.113,6200.0,0
HD 110113 b,HD 110113,2021.0,2.05,2.541,0.035,5732.0,0
HD 114082 b,HD 114082,2022.0,11.2089807,109.75,0.5109,6651.0,0
HD 118203 b,HD 118203,2005.0,12.778238,6.1349779,0.0713,5742.0,0
HD 135694 b,HD 135694,2023.0,2.857,15.923475568,0.124695,5712.0,0
HD 136352 b,HD 136352,2019.0,1.664,11.57797,0.0964,5664.0,0
HD 136352 c,HD 136352,2019.0,2.916,27.59221,0.1721,5664.0,0
HD 136352 d,HD 136352,2019.0,2.562,107.245,0.425,5664.0,0
HD 137496 b,HD 137496,2021.0,1.31,1.62116,0.02732,5799.0,0
HD 1397 b,HD 1397,2018.0,11.500434,11.53533,0.1097,5521.0,0
HD 143811 AB b,HD 143811 A,2025.0,15.69257298,117000.0,63.0,6791.0,0
HD 152843 b,HD 152843,2021.0,3.05,11.62071,0.1049,6310.0,0
HD 152843 c,HD 152843,2021.0,5.94,19.502104,0.1482,6310.0,0
HD 15906 b,HD 15906,2023.0,2.24,10.924709,0.09,4757.0,0
HD 15906 c,HD 15906,2023.0,2.93,21.583298,0.141,4757.0,0
HD 17156 b,HD 17156,2007.0,12.26262489,21.2164294,0.1632,6046.0,0
HD 183579 b,HD 183579,2021.0,3.49,17.471291,0.1322,5784.0,0
HD 18599 b,HD 18599,2022.0,2.6,4.1374354,0.048,5145.0,0
HD 191939 b,HD 191939,2020.0,3.41,8.8803256,0.0804,5348.0,0
HD 191939 c,HD 191939,2020.0,3.195,28.579743,0.1752,5348.0,0
HD 191939 d,HD 191939,2020.0,2.995,38.353037,0.2132,5348.0,0
HD 202772 A b,HD 202772 A,2019.0,18.2370116,3.3088775,0.05208,6442.0,0
HD 20329 b,HD 20329,2022.0,1.72,0.926118,0.018,5596.0,0
HD 207496 b,HD 207496,2023.0,2.25,6.441008,0.0629,4819.0,0
HD 207897 b,HD 207897,2021.0,2.34302132,16.20166,0.117,5106.0,0
HD 213885 b,HD 213885,2019.0,1.745,1.008035,0.02012,5978.0,0
HD 21520 b,HD 21520,2024.0,2.697,25.1292,0.1726,5871.0,0
HD 21749 c,GJ 143,2019.0,0.892,7.78993,0.0695,4640.0,0
HD 219134 b,HD 219134,2015.0,1.602,3.092926,0.03876,4699.0,0
HD 219134 c,HD 219134,2015.0,1.511,6.76458,0.0653,4699.0,0
HD 219134 d,HD 219134,2015.0,1.61,46.859,0.237,4699.0,0
HD 219134 f,HD 219134,2015.0,1.31,22.717,0.1463,4699.0,0
HD 221416 b,HD 221416,2019.0,9.17,14.2767,0.1228,5080.0,0
HD 224018 b,HD 224018,2025.0,0.91,10.6413,0.0952,5784.0,0
HD 224018 c,HD 224018,2025.0,2.42,36.57669,0.217,5784.0,0
HD 224018 d,HD 224018,2025.0,2.4,138.0731,0.53,5784.0,0
HD 22946 d,HD 22946,2023.0,2.607,47.42489,0.2958,6169.0,0
HD 23472 b,HD 23472,2019.0,2.0,17.667087,0.1162,4684.0,0
HD 23472 c,HD 23472,2019.0,1.87,29.79749,0.1646,4684.0,0
HD 23472 d,HD 23472,2022.0,0.75,3.97664,0.04298,4684.0,0
HD 23472 e,HD 23472,2022.0,0.818,7.90754,0.068,4684.0,0
HD 23472 f,HD 23472,2022.0,1.137,12.1621839,0.0906,4684.0,0
HD 235088 b,HD 235088,2023.0,1.982,7.4341325,0.0706,5075.0,0
HD 25463 b,HD 25463,2023.0,2.54535814,7.0491423,0.076,6353.0,0
HD 25463 c,HD 25463,2023.0,1.36354953,3.04405,0.0443,6353.0,0
HD 260655 b,HD 260655,2022.0,1.24,2.76953,0.02933,3803.0,0
HD 260655 c,HD 260655,2022.0,1.533,5.70588,0.04749,3803.0,0
HD 2685 b,HD 2685,2019.0,16.14096,4.12688,0.0568,6801.0,0
HD 3167 b,HD 3167,2016.0,1.67,0.959641,0.01796,5261.0,0
HD 3167 c,HD 3167,2016.0,3.0,29.8454,0.1776,5261.0,0
HD 332231 b,HD 332231,2020.0,9.07303305,18.712024,0.145,6128.0,0
HD 35843 c,HD 35843,2025.0,2.54,46.9622,0.25,5666.0,0
HD 5278 b,HD 5278,2021.0,2.45,14.339156,0.1202,6203.0,0
HD 56414 b,HD 56414,2022.0,3.71,29.04992,0.229,8500.0,0
HD 6061 b,HD 6061,2023.0,2.42763557,5.2549,0.06,5934.0,0
HD 63433 d,HD 63433,2023.0,1.073,4.209075,0.0503,5688.0,0
HD 63935 b,HD 63935,2021.0,2.91575244,9.058807,0.083,5513.0,0
HD 63935 c,HD 63935,2021.0,3.06451296,21.4027,0.148,5513.0,0
HD 73344 b,HD 73344,2024.0,2.884,15.611,0.131,6252.6,0
HD 73583 b,HD 73583,2022.0,2.79,6.398042,0.0604,4511.0,0
HD 73583 c,HD 73583,2022.0,2.39,18.87974,0.1242,4511.0,0
HD 77946 b,HD 77946,2024.0,2.89646124,6.527363,0.073,6007.0,0
HD 80606 b,HD 80606,2001.0,11.56766808,111.436765,0.4603,5565.0,0
HD 80653 b,HD 80653,2020.0,1.613,0.719573,0.01661,5959.0,0
HD 86226 c,HD 86226,2020.0,2.16,3.98442,0.049,5863.0,0
HD 88986 b,HD 88986,2023.0,2.49,146.05,0.58,5861.0,0
HD 89345 b,HD 89345,2018.0,7.39794,11.8143,0.1066,5576.0,0
HD 93963 A b,HD 93963 A,2022.0,1.46954368,1.0376109,0.02061,5908.0,0
HD 93963 A c,HD 93963 A,2022.0,3.11976057,3.6451389,0.04726,5908.0,0
HIP 113103 b,HIP 113103,2023.0,1.829,7.610303,0.06899,4930.0,0
HIP 113103 c,HIP 113103,2023.0,2.4,14.245648,0.10479,4930.0,0
HIP 116454 b,HIP 116454,2014.0,2.469,9.1004157,0.0792,5048.0,0
HIP 29442 c,TOI-469,2023.0,1.551,3.5379559,0.04518,5289.0,0
HIP 29442 d,TOI-469,2023.0,1.538,6.429575,0.0673,5289.0,0
HIP 41378 b,HIP 41378,2016.0,2.419,15.571893,0.1303,6371.0,0
HIP 41378 c,HIP 41378,2016.0,2.505,31.70838,0.2093,6371.0,0
HIP 65 A b,HIP 65 A,2020.0,22.75427,0.9809734,0.01782,4590.0,0
HIP 67522 b,HIP 67522,2020.0,9.9872018,6.9594731,0.0748,5675.0,0
HIP 67522 c,HIP 67522,2024.0,7.93595834,14.334892,0.1228,5675.0,0
HIP 8152 b,HIP 8152,2023.0,2.53625843,10.751014,0.093,5618.0,0
HIP 8152 c,HIP 8152,2023.0,2.52442508,19.60562,0.139,5618.0,0
HIP 94235 b,HIP 94235,2022.0,3.0,7.713057,0.0787,5991.0,0
HIP 9618 b,HIP 9618,2023.0,3.82838127,20.772858,0.145,5649.0,0
HIP 9618 c,HIP 9618,2023.0,3.42855926,52.56363,0.269,5649.0,0
HIP 97166 b,HIP 97166,2021.0,2.4801338,10.288914,0.091,5216.0,0
HR 858 b,HR 858,2019.0,2.004,3.585287,0.04888,6354.0,0
HR 858 c,HR 858,2019.0,1.979,5.973865,0.0687,6354.0,0
HR 858 d,HR 858,2019.0,2.001,11.230511,0.1046,6354.0,0
IRAS 04125+2902 b,IRAS 04125+2902,2024.0,10.73820351,8.834978,0.077,4080.0,0
K2-100 b,K2-100,2016.0,3.88,1.6739035,0.0301,5945.0,0
K2-101 b,K2-101,2016.0,2.0,14.6762429,0.1124,4927.0,0
K2-104 b,K2-104,2016.0,1.79,1.9741954,0.0242,3712.0,0
K2-107 b,K2-107,2017.0,15.98,3.313959,0.0475,6061.0,0
K2-108 b,K2-108,2017.0,5.33,4.733999,0.0581,5599.0,0
K2-11 b,K2-11,2015.0,7.55,39.93767,0.2257,5433.0,0
K2-110 b,K2-110,2017.0,2.592,13.86375,0.10207,5010.0,0
K2-111 b,K2-111,2017.0,1.837,5.3518963,0.0565,5775.0,0
K2-113 b,K2-113,2017.0,12.14,5.817685,0.0642,5660.0,0
K2-114 b,K2-114,2017.0,10.59248676,11.390931,0.0944,4899.0,0
K2-115 b,K2-115,2017.0,11.80305668,20.2729914,0.1415,5870.0,0
K2-116 b,K2-116,2017.0,0.69,4.655411,0.048,4348.35,0
K2-117 b,K2-117,2017.0,2.03,1.2916,0.0189,3778.0,0
K2-117 c,K2-117,2017.0,2.06,5.444017,0.0492,3778.0,0
K2-118 b,K2-118,2017.0,2.54,50.92092,0.245,4726.29,0
K2-119 b,K2-119,2017.0,2.53,7.727283,0.0698,4740.0,0
K2-12 b,K2-12,2015.0,2.44,8.28246,0.0792,5672.0,0
K2-122 b,K2-122,2017.0,1.16,2.2193023,0.0373,4009.0,0
K2-123 b,K2-123,2017.0,2.76,30.951524,0.1649,4035.0,0
K2-124 b,K2-124,2017.0,2.9,6.413651,0.049,3570.0,0
K2-125 b,K2-125,2017.0,2.18,21.750264,0.121,3654.47,0
K2-126 b,K2-126,2017.0,1.97,7.385655,0.0656,4339.0,0
K2-127 b,K2-127,2017.0,8.37,3.588163,0.0411,4575.0,0
K2-128 b,K2-128,2017.0,1.42,5.675819,0.056,4469.51,0
K2-129 b,K2-129,2017.0,1.04,8.239493,0.057,3459.09,0
K2-13 b,K2-13,2015.0,1.89,39.91488,0.2114,5698.0,0
K2-130 b,K2-130,2017.0,1.25,2.49412,0.032,4356.47,0
K2-131 b,K2-131,2017.0,1.69,0.3693038,0.00936,5120.0,0
K2-133 b,K2-133,2017.0,1.34,3.07133,0.03194,3655.0,0
K2-133 c,K2-133,2017.0,1.603,4.86784,0.04341,3655.0,0
K2-133 d,K2-133,2017.0,2.003,11.02454,0.07487,3655.0,0
K2-133 e,K2-133,2019.0,1.73,26.5841,0.1346,3655.0,0
K2-136 b,K2-136,2017.0,1.014,7.9752,0.0707,4500.0,0
K2-136 c,K2-136,2017.0,3.0,17.30713,0.1185,4500.0,0
K2-136 d,K2-136,2017.0,1.565,25.575,0.1538,4500.0,0
K2-138 b,K2-138,2017.0,1.51,2.35309,0.03385,5356.3,0
K2-138 c,K2-138,2017.0,2.299,3.56004,0.04461,5356.3,0
K2-138 d,K2-138,2017.0,2.39,5.40479,0.05893,5356.3,0
K2-138 e,K2-138,2017.0,3.39,8.26146,0.0782,5356.3,0
K2-138 f,K2-138,2017.0,2.904,12.75758,0.10447,5356.3,0
K2-138 g,K2-138,2021.0,3.013,41.96797,0.23109,5356.3,0
K2-139 b,K2-139,2017.0,9.11,28.380619,0.1796,5370.0,0
K2-14 b,K2-14,2015.0,4.81,8.36802,0.0627,3789.0,0
K2-140 b,K2-140,2017.0,13.56286665,6.569188,0.068,5585.0,0
K2-141 b,K2-141,2018.0,1.51,0.2803244,0.00747,4570.0,0
